precip,temp,hail,area-damaged,severity,seed-tmt,germination,plant-growth,leaves,leafspots-halo,leafspot-size,leaf-malf,leaf-mild,stem,canker-lesion,fruiting-bodies,external-decay,int-discolor,fruit-pods,seed,roots,class
gt-norm,gt-norm,yes,upper-areas,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,norm,yes,scattered,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,norm,yes,upper-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,norm,yes,scattered,minor,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,frog-eye-leaf-spot
gt-norm,norm,yes,whole-field,pot-severe,fungicide,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,frog-eye-leaf-spot
gt-norm,norm,yes,low-areas,pot-severe,fungicide,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,frog-eye-leaf-spot
gt-norm,norm,yes,low-areas,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,norm,yes,scattered,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,frog-eye-leaf-spot
norm,norm,no,low-areas,minor,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,frog-eye-leaf-spot
norm,norm,yes,whole-field,minor,fungicide,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,frog-eye-leaf-spot
norm,norm,no,low-areas,minor,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dna,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,norm,no,scattered,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,frog-eye-leaf-spot
gt-norm,norm,no,upper-areas,minor,other,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,brown,absent,absent,none,norm,norm,norm,frog-eye-leaf-spot
gt-norm,norm,no,scattered,pot-severe,fungicide,lt-80,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,brown,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,norm,no,upper-areas,minor,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,brown,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,gt-norm,no,scattered,pot-severe,other,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,frog-eye-leaf-spot
gt-norm,gt-norm,no,upper-areas,minor,fungicide,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,frog-eye-leaf-spot
gt-norm,gt-norm,no,scattered,pot-severe,none,lt-80,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,frog-eye-leaf-spot
gt-norm,gt-norm,no,scattered,pot-severe,other,lt-80,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,brown,absent,firm-and-dry,none,norm,norm,norm,frog-eye-leaf-spot
gt-norm,gt-norm,yes,upper-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,frog-eye-leaf-spot
gt-norm,norm,yes,scattered,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,gt-norm,yes,low-areas,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,norm,yes,upper-areas,minor,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,gt-norm,yes,whole-field,minor,fungicide,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,norm,yes,scattered,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,gt-norm,yes,low-areas,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,norm,yes,upper-areas,minor,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,gt-norm,yes,whole-field,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,norm,yes,scattered,minor,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,gt-norm,yes,low-areas,minor,fungicide,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,norm,yes,upper-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,gt-norm,yes,whole-field,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,norm,yes,scattered,minor,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,gt-norm,yes,low-areas,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,norm,yes,upper-areas,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,gt-norm,yes,whole-field,minor,fungicide,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,gt-norm,yes,scattered,minor,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,norm,yes,low-areas,pot-severe,fungicide,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,norm,yes,upper-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,norm,yes,whole-field,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,gt-norm,yes,scattered,minor,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,norm,yes,low-areas,pot-severe,fungicide,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,norm,yes,upper-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,gt-norm,yes,whole-field,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,norm,yes,scattered,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,gt-norm,yes,low-areas,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,norm,yes,upper-areas,minor,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,gt-norm,yes,whole-field,pot-severe,fungicide,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,norm,yes,scattered,minor,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,gt-norm,yes,low-areas,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,norm,yes,upper-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,gt-norm,yes,whole-field,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dk-brown-blk,absent,firm-and-dry,none,diseased,norm,norm,frog-eye-leaf-spot
gt-norm,gt-norm,yes,whole-field,pot-severe,none,80-89,norm,norm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dna,present,absent,none,diseased,abnorm,norm,diaporthe-pod-&-stem-blight
gt-norm,gt-norm,yes,whole-field,pot-severe,none,80-89,norm,norm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dna,present,absent,none,diseased,abnorm,norm,diaporthe-pod-&-stem-blight
gt-norm,gt-norm,yes,whole-field,pot-severe,none,80-89,norm,norm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dna,present,absent,none,diseased,abnorm,norm,diaporthe-pod-&-stem-blight
gt-norm,gt-norm,yes,whole-field,pot-severe,none,80-89,norm,norm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dna,present,absent,none,diseased,abnorm,norm,diaporthe-pod-&-stem-blight
gt-norm,gt-norm,yes,whole-field,pot-severe,none,80-89,norm,norm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dna,present,absent,none,diseased,abnorm,norm,diaporthe-pod-&-stem-blight
norm,gt-norm,yes,scattered,pot-severe,none,lt-80,norm,norm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dna,present,absent,none,diseased,norm,norm,diaporthe-pod-&-stem-blight
gt-norm,gt-norm,yes,whole-field,pot-severe,none,90-100,norm,norm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dna,present,absent,none,diseased,abnorm,norm,diaporthe-pod-&-stem-blight
gt-norm,gt-norm,yes,whole-field,pot-severe,none,90-100,norm,norm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dna,present,absent,none,diseased,abnorm,norm,diaporthe-pod-&-stem-blight
gt-norm,gt-norm,yes,whole-field,pot-severe,none,80-89,norm,norm,no-yellow-halos,gt-1/8,absent,absent,abnorm,dna,present,absent,none,diseased,abnorm,norm,diaporthe-pod-&-stem-blight
gt-norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,few-present,abnorm,galls-cysts,cyst-nematode
gt-norm,norm,yes,upper-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,few-present,abnorm,galls-cysts,cyst-nematode
gt-norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,few-present,abnorm,galls-cysts,cyst-nematode
gt-norm,norm,yes,upper-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,few-present,abnorm,galls-cysts,cyst-nematode
gt-norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,few-present,abnorm,galls-cysts,cyst-nematode
gt-norm,norm,yes,upper-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,few-present,abnorm,galls-cysts,cyst-nematode
gt-norm,norm,yes,low-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,few-present,abnorm,galls-cysts,cyst-nematode
gt-norm,norm,yes,upper-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,few-present,abnorm,galls-cysts,cyst-nematode
gt-norm,norm,yes,low-areas,pot-severe,none,80-89,norm,abnorm,absent,dna,present,absent,abnorm,dna,absent,absent,none,norm,norm,norm,2-4-d-injury
gt-norm,norm,yes,scattered,pot-severe,none,80-89,norm,abnorm,absent,dna,present,absent,abnorm,dna,absent,absent,none,norm,norm,norm,2-4-d-injury
gt-norm,norm,yes,low-areas,pot-severe,none,80-89,norm,abnorm,absent,dna,present,absent,abnorm,dna,absent,absent,none,norm,norm,norm,2-4-d-injury
gt-norm,norm,yes,upper-areas,pot-severe,none,80-89,norm,abnorm,absent,dna,present,absent,abnorm,dna,absent,absent,none,norm,norm,norm,2-4-d-injury
gt-norm,norm,yes,whole-field,pot-severe,none,80-89,norm,abnorm,absent,dna,present,absent,abnorm,dna,absent,absent,none,norm,norm,norm,2-4-d-injury
gt-norm,norm,yes,scattered,pot-severe,none,80-89,norm,abnorm,absent,dna,present,absent,abnorm,dna,absent,absent,none,norm,norm,norm,2-4-d-injury
gt-norm,norm,yes,upper-areas,pot-severe,none,80-89,norm,abnorm,absent,dna,present,absent,abnorm,dna,absent,absent,none,norm,norm,norm,2-4-d-injury
gt-norm,norm,yes,whole-field,pot-severe,none,80-89,norm,abnorm,absent,dna,present,absent,abnorm,dna,absent,absent,none,norm,norm,norm,2-4-d-injury
gt-norm,norm,yes,scattered,pot-severe,none,80-89,norm,abnorm,absent,dna,present,absent,abnorm,dna,absent,absent,none,norm,norm,norm,2-4-d-injury
gt-norm,norm,yes,low-areas,pot-severe,none,80-89,norm,abnorm,absent,dna,present,absent,abnorm,dna,absent,absent,none,norm,norm,norm,2-4-d-injury
gt-norm,norm,yes,upper-areas,pot-severe,none,80-89,norm,abnorm,absent,dna,present,absent,abnorm,dna,absent,absent,none,norm,norm,norm,2-4-d-injury
gt-norm,norm,yes,whole-field,pot-severe,none,80-89,norm,abnorm,absent,dna,present,absent,abnorm,dna,absent,absent,none,norm,norm,norm,2-4-d-injury
gt-norm,norm,yes,scattered,pot-severe,none,80-89,norm,abnorm,absent,dna,present,absent,abnorm,dna,absent,absent,none,norm,norm,norm,2-4-d-injury
gt-norm,norm,yes,low-areas,pot-severe,none,80-89,norm,abnorm,absent,dna,present,absent,abnorm,dna,absent,absent,none,norm,norm,norm,2-4-d-injury
gt-norm,norm,yes,upper-areas,pot-severe,none,80-89,norm,abnorm,absent,dna,present,absent,abnorm,dna,absent,absent,none,norm,norm,norm,2-4-d-injury
gt-norm,lt-norm,yes,scattered,pot-severe,none,80-89,abnorm,abnorm,absent,dna,present,absent,abnorm,dna,absent,absent,none,dna,norm,rotted,herbicide-injury
gt-norm,lt-norm,yes,scattered,pot-severe,none,80-89,abnorm,abnorm,absent,dna,present,absent,abnorm,dna,absent,absent,none,dna,norm,rotted,herbicide-injury
gt-norm,lt-norm,yes,whole-field,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,present,absent,abnorm,dna,absent,absent,none,dna,norm,rotted,herbicide-injury
gt-norm,lt-norm,yes,whole-field,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,present,absent,abnorm,dna,absent,absent,none,dna,norm,rotted,herbicide-injury
